source,hand_index,hand,confidence,index_pip,index_dip,middle_pip,middle_dip,ring_pip,ring_dip,pinky_pip,pinky_dip,thumb_index_angle,thumb_mcp_abduction,wrist_lateral_deviation,knuckle_bridge,wrist_knuckle_tilt,wrist_height_delta,mean_finger_curvature,wrist_lateral_deviation_deg,hand_arch_ratio,thumb_lateral_offset,mcp_dome_spread,score_wrist_height,score_finger_curvature,score_thumb_position,score_wrist_lateral,score_hand_arch,severity_wrist_height,severity_finger_curvature,severity_thumb_position,severity_wrist_lateral,severity_hand_arch,composite_score
fcritical/13.png,0,left,0.9533,172.77,167.08,163.48,160.76,167.8,165.5,168.03,167.52,12.94,30.74,-36.41,173.75,102.1,0.5263,166.39,-36.41,0.0929,0.1938,0.0297,18.4,68.1,64.7,0.0,77.4,critical,warning,warning,critical,warning,46.8
fcritical/13.png,1,right,0.9005,103.55,101.53,97.67,101.41,102.37,96.99,102.39,100.18,65.85,72.81,36.14,142.16,81.8,-0.306,101.4,36.14,0.6129,0.2825,0.0877,26.9,69.8,69.0,0.0,53.5,critical,warning,warning,critical,warning,45.2
fcritical/14.png,0,left,0.9254,153.67,148.06,152.46,154.42,154.94,155.8,155.35,150.59,66.67,77.53,-15.96,171.72,82.78,-0.2112,153.59,-15.96,0.0532,0.2357,0.0503,53.9,100.0,66.7,76.2,44.3,warning,good,warning,warning,critical,68.8
fcritical/15.png,0,right,0.8749,164.55,168.02,171.3,166.48,165.63,163.18,172.0,170.32,74.6,83.29,21.81,167.09,105.04,0.621,167.83,21.81,0.0934,0.2841,0.0341,0.0,60.8,44.0,52.8,77.8,critical,warning,critical,warning,warning,45.3
fcritical/16.png,0,left,0.9229,121.95,123.07,121.69,123.86,120.1,120.84,120.44,124.55,12.0,26.92,-37.44,172.3,102.27,0.3591,122.63,-37.44,0.0797,0.1867,0.0493,60.2,100.0,60.0,0.0,66.4,warning,good,warning,critical,warning,62.3
fcritical/16.png,1,right,0.9934,123.82,126.48,120.53,120.53,124.41,125.42,120.97,131.88,12.96,26.27,-29.72,175.46,84.31,-0.1834,123.85,-29.72,0.0648,0.1913,0.0259,61.9,100.0,64.8,21.1,54.0,warning,good,warning,critical,warning,64.2
fcritical/17.png,0,left,0.945,94.83,95.95,92.56,101.68,95.81,98.22,92.84,95.32,86.21,85.47,15.7,172.78,88.21,0.2907,97.15,15.7,0.0391,0.3095,0.0179,77.3,60.3,10.8,77.2,32.6,warning,warning,critical,warning,critical,54.1
fcritical/18.png,0,right,0.9171,159.13,154.35,146.04,150.02,141.69,149.23,147.99,145.46,68.08,76.82,-36.02,143.68,82.25,-0.3481,149.56,-36.02,0.5462,0.2372,0.071,14.8,100.0,62.6,0.0,72.5,critical,good,warning,critical,warning,52.6
fcritical/19.png,0,left,0.9815,65.69,69.63,65.91,67.69,66.63,71.08,70.56,65.29,68.16,72.26,15.72,175.83,97.48,0.3236,69.91,15.72,0.003,0.2541,0.0082,69.1,0.0,62.4,77.1,2.5,warning,critical,warning,warning,critical,38.7
fcritical/19.png,1,right,0.9705,77.71,75.47,80.03,72.97,76.15,75.19,79.68,76.81,12.91,30.05,-19.15,136.4,77.65,-0.1324,77.08,-19.15,0.7439,0.1898,0.0907,76.5,15.7,64.5,63.4,16.0,warning,critical,warning,warning,critical,45.4
fcritical/20.png,0,left,0.8958,120.16,118.53,125.4,123.94,120.9,122.57,117.07,120.42,86.26,90.0,-17.42,168.95,78.05,-0.2944,119.7,-17.42,0.0859,0.3044,0.0267,30.2,100.0,10.7,70.3,71.6,critical,good,critical,warning,warning,59.0
